id;processo;0
846;5055820-48.2016.4.04.7100;"Usucapião Ordinária, Aquisição, Propriedade, Coisas, DIREITO CIVIL"
847;5055820-48.2016.4.04.7100;"Patrimônio Cultural, DIREITO AMBIENTAL"
848;8001748-97.2021.8.05.0027;"DIREITO PROCESSUAL CIVIL E DO TRABALHO (8826)  -  Jurisdição e Competência (8828)  -  Competência (8829)  -  Competência da Justiça Estadual (10654"
849;0800225-28.2021.8.14.0020;"DIREITO TRIBUTÁRIO (14)  -  Dívida Ativa (6017"
850;0800225-28.2021.8.14.0020;"Dívida Ativa (6017)"
851;0800226-13.2021.8.14.0020;"DIREITO CIVIL (899)  -  Obrigações (7681)  -  Adimplemento e Extinção (7690)  -  Pagamento (7703"
852;0800226-13.2021.8.14.0020;"Pagamento (7703)"
853;0804673-59.2021.8.14.0015;"DIREITO CIVIL (899)  -  Coisas (10432)  -  Posse (10444)  -  Esbulho / Turbação / Ameaça (10445"
854;0804673-59.2021.8.14.0015;"DIREITO CIVIL (899)  -  Coisas (10432)  -  Conflito fundiário coletivo rural (11412"
855;0801173-38.2021.8.10.0098;"DIREITO PROCESSUAL CIVIL E DO TRABALHO (8826)  -  Liquidação / Cumprimento / Execução (9148)  -  Obrigação de Fazer / Não Fazer (10671"
856;5001737-30.2021.8.21.0042;"Dívida Ativa (DIREITO TRIBUTÁRIO)"
857;5001737-30.2021.8.21.0042;"Dívida Ativa não-tributária (DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO)"
858;1034131-66.2021.8.11.0001;"Crimes contra o Meio Ambiente e o Patrimônio Genético"
859;0802809-80.2021.8.10.0052;"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
860;0001914-58.2021.8.26.0586;Citação
861;5003657-24.2021.8.13.0216;"DIREITO DO CONSUMIDOR (1156)  -  Contratos de Consumo (7771)  -  Fornecimento de Energia Elétric"
862;0801336-83.2021.8.14.0008;"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
863;0804992-27.2021.8.14.0015;"DIREITO CIVIL (899)  -  Coisas (10432)  -  Posse (10444)  -  Esbulho / Turbação / Ameaça (10445"
864;0804992-27.2021.8.14.0015;"DIREITO CIVIL (899)  -  Coisas (10432)  -  Conflito fundiário coletivo rural (11412"
865;0801351-60.2021.8.14.0070;"DIREITO PROCESSUAL CIVIL E DO TRABALHO (8826)  -  Liquidação / Cumprimento / Execução (9148)  -  Obrigação de Fazer / Não Fazer (10671"
866;0029179-38.2016.8.13.0694;"DIREITO CIVIL / OBRIGAÇÕES / INADIMPLEMENT"
867;0004031-36.2021.8.19.0030;"Dano Moral - Outros/ Indenização Por Dano Moral"
868;0734332-45.2021.8.07.0001;"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
869;0734332-45.2021.8.07.0001;"DIREITO PROCESSUAL CIVIL E DO TRABALHO (8826)  -  Liquidação / Cumprimento / Execução (9148)  -  Obrigação de Fazer / Não Fazer (10671"
870;0734332-45.2021.8.07.0001;"DIREITO PROCESSUAL CIVIL E DO TRABALHO (8826)  -  Jurisdição e Competência (8828)  -  Competência (8829)  -  Redistribuição (10663"
871;1024380-37.2021.4.01.3600;"DIREITO CIVIL (899)  -  Coisas (10432)  -  Posse (10444)  -  Esbulho / Turbação / Ameaça (10445"
872;0000983-45.2021.8.26.0654;Citação
873;0011149-60.2004.8.14.0301;"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
874;0014559-78.2017.8.14.0008;"DIREITO CIVIL (899)  -  Coisas (10432)  -  Posse (10444)  -  Esbulho / Turbação / Ameaça (10445"
875;0800631-30.2021.8.14.0091;"DIREITO PROCESSUAL CIVIL E DO TRABALHO (8826)  -  Liquidação / Cumprimento / Execução (9148)  -  Obrigação de Entregar (10670)  -  Busca e Apreensão (10677"
876;8000223-74.2020.8.05.0034;"DIREITO PROCESSUAL CIVIL E DO TRABALHO (8826)  -  Objetos de cartas precatórias/de ordem (11781)  -  Citação (11783"
877;5027820-47.2016.4.04.7000;"Usucapião Ordinária, Aquisição, Propriedade, Coisas, DIREITO CIVIL"
878;0010463-31.2021.8.19.0011;"Dano Moral - Outros/ Indenização Por Dano Moral"
879;0800768-69.2021.4.05.8312;"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
880;0800768-69.2021.4.05.8312;"DIREITO AMBIENTAL | Dano Ambiental"
881;0800768-69.2021.4.05.8312;"DIREITO AMBIENTAL|Indenização por Dano Ambiental"
882;0800768-69.2021.4.05.8312;"DIREITO DO CONSUMIDOR| Direito Coletivo| Interesses ou Direitos Individuais Homogêneos"
883;0800768-69.2021.4.05.8312;"DIREITO DO CONSUMIDOR| Direito Coletivo| Interesses ou Direitos Difusos"
884;0803503-49.2021.8.10.0052;"DIREITO PROCESSUAL CIVIL E DO TRABALHO (8826)  -  Objetos de cartas precatórias/de ordem (11781)  -  Intimação (11782"
885;0000220-96.2004.8.17.0490;"Obrigação de Fazer / Não Fazer"
886;0800551-83.2021.8.10.0089;"DIREITO CIVIL (899)  -  Obrigações (7681)  -  Espécies de Contratos (9580)  -  Agêncie e Distribuição (9581"
887;0800551-83.2021.8.10.0089;"DIREITO AMBIENTAL (10110)  -  Dano Ambiental (10438"
888;0804093-38.2021.8.10.0048;"DIREITO PROCESSUAL CIVIL E DO TRABALHO (8826)  -  Objetos de cartas precatórias/de ordem (11781)  -  Citação (11783"
889;0804539-49.2021.8.10.0110;"DIREITO PROCESSUAL CIVIL E DO TRABALHO (8826)  -  Objetos de cartas precatórias/de ordem (11781)  -  Citação (11783"
890;0005205-37.2018.8.14.0091;"Perdas e Danos"
891;0803590-05.2021.8.10.0052;"DIREITO PROCESSUAL CIVIL E DO TRABALHO (8826)  -  Objetos de cartas precatórias/de ordem (11781)  -  Citação (11783"
892;0002222-94.2021.8.26.0586;Citação
893;5051569-21.2015.4.04.7100;"Posse, Coisas, DIREITO CIVIL"
894;0800421-51.2021.4.05.8307;"DIREITO TRIBUTÁRIO | Dívida Ativa"
895;5093843-34.2014.4.04.7100;"Esbulho / Turbação / Ameaça, Posse, Coisas, DIREITO CIVIL"
896;8003337-82.2021.8.05.0041;"DIREITO TRIBUTÁRIO (14)  -  Taxas (5956)  -  Municipais (5972"
897;0804235-42.2021.8.10.0048;"DIREITO PROCESSUAL CIVIL E DO TRABALHO (8826)  -  Objetos de cartas precatórias/de ordem (11781)  -  Intimação (11782"
898;5001153-27.2021.8.13.0610;"DIREITO À EDUCAÇÃO (12775)  -  Acesso (12795)  -  Vaga (12803)  -  Acesso Próximo do Domicíli"
899;5001153-27.2021.8.13.0610;"DIREITO À EDUCAÇÃO (12775)  -  Qualidade (12797)  -  Alimentação Escola"
900;1081446-54.2021.4.01.3800;"DIREITO CIVIL (899)  -  Coisas (10432)  -  Posse (10444)  -  Esbulho / Turbação / Ameaça (10445"
901;5001145-61.2021.8.13.0671;"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
902;5015436-52.2021.4.04.7202;"Gestante / Adotante / Paternidade, Licenças / Afastamentos, Servidor Público Civil, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
903;0802392-35.2021.8.10.0115;"DIREITO PROCESSUAL CIVIL E DO TRABALHO (8826)  -  Objetos de cartas precatórias/de ordem (11781)  -  Intimação (11782"
904;0803785-87.2021.8.10.0052;"DIREITO PROCESSUAL CIVIL E DO TRABALHO (8826)  -  Objetos de cartas precatórias/de ordem (11781)  -  Intimação (11782"
905;5004062-32.2021.8.21.0024;"Dívida Ativa (DIREITO TRIBUTÁRIO)"
906;5004062-32.2021.8.21.0024;"Municipais, Taxas, DIREITO TRIBUTÁRIO"
907;0013195-09.2021.8.17.2640;"DIREITO TRIBUTÁRIO (14)  -  Taxas (5956)  -  Municipais (5972)  -  Taxa de Licenciamento de Estabelecimento (10538"
908;0011853-60.2021.8.17.2640;"DIREITO TRIBUTÁRIO (14)  -  Taxas (5956)  -  Municipais (5972)  -  Taxa de Licenciamento de Estabelecimento (10538"
909;5001933-48.2021.8.13.0680;"DIREITO CIVIL / COISAS / POSSE / ESBULHO / TURBAÇÃO / AMEAÇ"
910;0016550-27.2021.8.17.2640;"DIREITO TRIBUTÁRIO (14)  -  Taxas (5956)  -  Municipais (5972)  -  Taxa de Licenciamento de Estabelecimento (10538"
911;0018582-05.2021.8.17.2640;"DIREITO TRIBUTÁRIO (14)  -  Taxas (5956)  -  Municipais (5972)  -  Taxa de Licenciamento de Estabelecimento (10538"
912;5003021-46.2021.8.13.0123;"DIREITO CIVIL / COISAS / POSS"
913;5007969-53.2021.4.02.5108;"Minorias Étnicas, Garantias Constitucionais, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
914;5007969-53.2021.4.02.5108;"Gestão de Negócios / Atos Unilaterais / Obrigações / DIREITO CIVIL"
915;8004717-43.2021.8.05.0041;"DIREITO TRIBUTÁRIO (14)  -  Taxas (5956)  -  Municipais (5972"
916;0864697-68.2021.8.14.0301;"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
917;5036732-68.2021.4.03.6100;Diligências
918;0802711-54.2021.4.05.8302;"DIREITO PROCESSUAL CIVIL E DO TRABALHO|Objetos de cartas precatórias/de ordem|Diligências|"
919;5000084-40.2022.4.03.6105;Intimação
920;1000593-33.2022.4.01.3700;"DIREITO CIVIL (899)  -  Coisas (10432)  -  Posse (10444)  -  Esbulho / Turbação / Ameaça (10445"
921;1000593-33.2022.4.01.3700;"DIREITO CIVIL (899)  -  Coisas (10432)  -  Posse (10444"
922;0002194-23.2018.8.14.0051;"DIREITO CIVIL (899)  -  Coisas (10432)  -  Posse (10444)  -  Esbulho / Turbação / Ameaça (10445"
923;0800121-14.2022.8.10.0052;"DIREITO PROCESSUAL CIVIL E DO TRABALHO (8826)  -  Objetos de cartas precatórias/de ordem (11781)  -  Intimação (11782"
924;2688569-96.2011.8.13.0024;"DIREITO CIVIL / COISAS / POSSE / ESBULHO / TURBAÇÃO / AMEAÇ"
925;1527288-84.2022.8.26.0224;"Dívida Ativa"
926;5000229-18.2022.8.24.0014;"Defeito, nulidade ou anulação (Direito Civil), Defeito, nulidade ou anulação, Ato / Negócio Jurídico, Fatos jurídicos, DIREITO CIVIL"
927;1002993-02.2022.4.01.3900;"DIREITO CIVIL (899)  -  Coisas (10432)  -  Posse (10444)  -  Esbulho / Turbação / Ameaça (10445"
928;1004021-50.2022.8.11.0001;"Crimes contra o Meio Ambiente e o Patrimônio Genético"
929;5000759-84.2022.8.13.0351;"DIREITO CIVIL / RESPONSABILIDADE CIVIL / INDENIZAÇÃO POR DANO MORA"
930;5000759-84.2022.8.13.0351;"DIREITO CIVIL / RESPONSABILIDADE CIVIL / INDENIZAÇÃO POR DANO MATERIA"
931;5000131-58.2022.8.13.0137;"DIREITO DO CONSUMIDOR (1156)  -  Responsabilidade do Fornecedor (6220)  -  Indenização por Dano Materia"
932;5072448-10.2022.8.09.0026;"10938 - Finalidade - CITACAO E INTIMACAO"
933;1006506-93.2022.4.01.3700;"DIREITO PROCESSUAL CIVIL E DO TRABALHO (8826)  -  Liquidação / Cumprimento / Execução (9148)  -  Obrigação de Fazer / Não Fazer (10671"
934;0800300-75.2022.8.10.0139;"DIREITO CIVIL (899)  -  Coisas (10432)  -  Posse (10444)  -  Esbulho / Turbação / Ameaça (10445"
935;0803160-82.2022.8.12.0110;Duplicata
936;0001860-33.2017.4.01.3700;"DIREITO CIVIL (899)  -  Coisas (10432)  -  Posse (10444)  -  Esbulho / Turbação / Ameaça (10445"
937;0866381-33.2018.8.14.0301;"10111 - Revogação/Concessão de Licença Ambiental"
938;0866381-33.2018.8.14.0301;"Revogação/Concessão de Licença Ambiental (10111)"
939;0848105-80.2020.8.14.0301;"Área de Preservação Permanente (11828)"
940;0848105-80.2020.8.14.0301;"Reserva legal (11823)"
941;0848105-80.2020.8.14.0301;"11823 - Reserva legal; 11828 - Área de Preservação Permanente"
942;0819503-79.2020.8.14.0301;"Dano Ambiental (10438)"
943;0823390-08.2019.8.14.0301;"Dano Ambiental (10438)"
944;0840689-61.2020.8.14.0301;"10111 - Revogação/Concessão de Licença Ambiental"
945;0840689-61.2020.8.14.0301;"Revogação/Concessão de Licença Ambiental (10111)"
946;0824030-11.2019.8.14.0301;"11822 - Mineração"
947;0824030-11.2019.8.14.0301;"Mineração (11822)"
948;0800951-06.2022.8.18.0036;"Inexequibilidade do Título / Inexigibilidade da Obrigação"
949;0000485-62.2012.8.14.0018;"Liminar (9196)"
950;1007823-11.2022.4.01.3900;"DIREITO CIVIL (899)  -  Coisas (10432)  -  Posse (10444)  -  Esbulho / Turbação / Ameaça (10445"
951;0000141-47.2022.8.17.2120;"DIREITO TRIBUTÁRIO (14)  -  Dívida Ativa (6017)  -  Ausência de Cobrança Administrativa Prévia (10887"
952;1000631-60.2018.4.01.3902;"DIREITO AMBIENTAL (10110)  -  Unidade de Conservação da Natureza (10118"
953;0800425-10.2022.8.10.0150;"DIREITO CIVIL (899)  -  Responsabilidade Civil (10431)  -  Indenização por Dano Moral (10433)  -  Acidente de Trânsito (10435"
954;1000315-19.2022.8.26.0041;"Assistência material"
955;1000315-19.2022.8.26.0041;"Integridade física"
956;8000181-73.2022.8.05.0034;"DIREITO CIVIL (899)  -  Coisas (10432)  -  Posse (10444)  -  Imissão (10446"
957;0800172-77.2022.8.10.0067;"DIREITO CIVIL (899)  -  Coisas (10432)  -  Propriedade (10448)  -  Aquisição (10455)  -  Usucapião Especial (Constitucional) (10457"
958;0042995-98.2012.4.01.3700;"10445 - Esbulho Turbação Ameaça"
959;0042995-98.2012.4.01.3700;"10445 - Esbulho Turbação Ameaça"
960;5003640-22.2022.8.08.0012;"DIREITO PROCESSUAL CIVIL E DO TRABALHO (8826)  -  Liquidação / Cumprimento / Execução (9148)  -  Obrigação de Fazer / Não Fazer (10671"
961;5003640-22.2022.8.08.0012;"DIREITO PROCESSUAL CIVIL E DO TRABALHO (8826)  -  Tutela Provisória (9192)  -  Liminar (9196"
962;1001276-21.2018.4.01.3309;"DIREITO PROCESSUAL CIVIL E DO TRABALHO (8826)  -  Liquidação / Cumprimento / Execução (9148)  -  Efeito Suspensivo / Impugnação / Embargos à Execução (9518"
963;0700188-72.2012.8.26.0699;"Usucapião Ordinária"
964;0000840-55.2009.4.01.3904;"7773 - Financiamento de Produto"
965;0002049-82.2010.8.26.0642;"Antecipação de Tutela / Tutela Específica"
966;0002049-82.2010.8.26.0642;"Indenização por Dano Ambiental"
967;6002872-30.2007.8.13.0024;"DIREITO CIVIL / COISAS / POSSE / ESBULHO / TURBAÇÃO / AMEAÇ"
968;0034943-45.2014.4.01.3700;"10009 - Inquérito Processo Recurso Administrativo"
969;0005057-98.2014.8.13.0671;Aquisição
970;0005057-98.2014.8.13.0671;Coisas
971;0005057-98.2014.8.13.0671;Propriedade
972;0005057-98.2014.8.13.0671;"Usucapião Extraordinária"
973;0005057-98.2014.8.13.0671;Civil
974;0021918-28.2015.4.01.3700;"10445 - Esbulho Turbação Ameaça"
975;0008673-72.2013.4.01.3100;"10445 - Esbulho Turbação Ameaça"
976;0080649-17.2015.4.01.3700;"DIREITO CIVIL (899)  -  Coisas (10432)  -  Posse (10444)  -  Esbulho / Turbação / Ameaça (10445"
977;0022011-93.2012.4.01.3700;"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
978;0080649-17.2015.4.01.3700;"DIREITO CIVIL (899)  -  Coisas (10432)  -  Posse (10444)  -  Esbulho / Turbação / Ameaça (10445"
979;0022011-93.2012.4.01.3700;"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
980;0800439-56.2022.8.10.0097;"DIREITO PROCESSUAL CIVIL E DO TRABALHO (8826)  -  Objetos de cartas precatórias/de ordem (11781)  -  Citação (11783"
981;8001678-98.2016.8.05.0110;"DIREITO CIVIL (899)  -  Obrigações (7681)  -  Espécies de Contratos (9580"
982;0803643-41.2022.8.14.0051;"10445 - Esbulho / Turbação / Ameaça; 10447 - Aquisição"
983;0801588-72.2022.4.05.8500;"DIREITO AMBIENTAL | Dano Ambiental"
984;5189244-69.2022.8.09.0031;"10938 - Finalidade - REINTEGRACAO DE POSSE"
985;1000972-71.2022.4.01.3506;"DIREITO CIVIL (899)  -  Coisas (10432)  -  Posse (10444)  -  Imissão (10446"
986;0013403-48.2019.8.13.0611;"DIREITO PROCESSUAL CIVIL E DO TRABALHO / Tutela Provisória / Limina"
987;0800097-05.2018.4.05.8101;"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
988;0800097-05.2018.4.05.8101;"DIREITO PROCESSUAL CIVIL E DO TRABALHO|Processo e Procedimento|Antecipação de Tutela / Tutela Específica|"
989;0800097-05.2018.4.05.8101;"DIREITO CIVIL|Fatos Jurídicos|Ato / Negócio Jurídico|Defeito, nulidade ou anulação|"
990;0800097-05.2018.4.05.8101;"DIREITO PROCESSUAL CIVIL E DO TRABALHO|Tutela Provisória|Liminar"
991;0000631-25.2022.8.19.0015;"Nota Promissória"
992;5000361-63.2022.4.03.6135;"Obrigação de Fazer / Não Fazer"
993;5000361-63.2022.4.03.6135;Ambiental
994;5000361-63.2022.4.03.6135;"Dano ambiental"
995;0800767-21.2022.8.10.0150;"DIREITO CIVIL (899)  -  Coisas (10432)  -  Propriedade (10448)  -  Perda da Propriedade (10449"
996;0800471-69.2022.8.19.0078;"DIREITO DO CONSUMIDOR (1156)  -  Responsabilidade do Fornecedor (6220)  -  Abatimento proporcional do preço (7769"
997;8000891-93.2022.8.05.0228;"DIREITO PROCESSUAL CIVIL E DO TRABALHO (8826)  -  Objetos de cartas precatórias/de ordem (11781)  -  Intimação (11782"
998;0006757-08.2011.4.01.3800;"10445 - Esbulho Turbação Ameaça"
999;1000704-08.2022.8.26.0654;Citação
1000;1000704-08.2022.8.26.0654;Intimação
1001;0109162-53.2022.8.19.0001;"Dano Moral Outros - Cdc"
1002;0109162-53.2022.8.19.0001;"Contratos Bancários (Outros) - Cdc"
1003;0008674-57.2013.4.01.3100;"10024 - Interdição"
1004;5274301-46.2022.8.09.0034;"3581 - DIREITO PENAL -> Crimes Contra a Administração da Justiça -> Exercício arbitrário das próprias razões  - CP"
1005;0008988-24.2009.4.01.3300;"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
1006;0008988-24.2009.4.01.3300;"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
1007;0800411-86.2022.8.18.0058;Liminar
1008;0800411-86.2022.8.18.0058;"TUTELA DE URGENCIA"
1009;5000709-77.2022.8.21.0111;"Intimação, Objetos de cartas precatórias/de ordem, DIREITO PROCESSUAL CIVIL E DO TRABALHO"
1010;0802127-53.2022.8.14.0061;"10445 - Esbulho Turbação Ameaça"
1011;5001234-08.2020.8.13.0352;"DIREITO CIVIL / COISAS / POSSE / ESBULHO / TURBAÇÃO / AMEAÇ"
1012;5027778-76.2022.4.04.7100;"Reintegração de Posse, Imóvel Funcional, Domínio Público, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
1013;5000550-64.2019.4.03.6129;Flora
1014;0801190-14.2022.8.10.0139;"DIREITO PROCESSUAL CIVIL E DO TRABALHO (8826)  -  Objetos de cartas precatórias/de ordem (11781)  -  Intimação (11782"
1015;1001472-40.2022.4.01.3506;"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
1016;0000649-43.2022.8.19.0016;"Cobrança de Tributo / Dívida Ativa"
1017;0803753-51.2022.8.14.0015;"10445 - Esbulho / Turbação / Ameaça; 11412 - Conflito fundiário coletivo rural"
1018;0800242-07.2022.8.19.0015;"DIREITO CIVIL (899)  -  Obrigações (7681)  -  Inadimplemento (7691)  -  Correção Monetária (7697"
1019;0000299-10.2004.8.26.0172;"Indenização por Dano Material"
1020;0803238-25.2022.8.10.0048;"DIREITO PROCESSUAL CIVIL E DO TRABALHO (8826)  -  Objetos de cartas precatórias/de ordem (11781)  -  Intimação (11782"
1021;0800307-87.2022.8.19.0019;"DIREITO CIVIL (899)  -  Obrigações (7681)  -  Inadimplemento (7691)  -  Correção Monetária (7697"
1022;0000511-57.2013.4.02.5106;Obrigações
1023;1001848-26.2022.4.01.3506;"DIREITO CIVIL (899)  -  Coisas (10432)  -  Posse (10444)  -  Esbulho / Turbação / Ameaça (10445"
1024;1002304-03.2022.8.26.0642;"DIREITO PROCESSUAL CIVIL E DO TRABALHO"
1025;1001944-41.2022.4.01.3506;"DIREITO CIVIL (899)  -  Coisas (10432)  -  Posse (10444)  -  Aquisição (10447"
1026;1001944-41.2022.4.01.3506;"DIREITO CIVIL (899)  -  Coisas (10432)  -  Posse (10444)  -  Imissão (10446"
1027;1001944-41.2022.4.01.3506;"Imissão (10446)"
1028;1001944-41.2022.4.01.3506;"Aquisição (10447)"
1029;1001951-33.2022.4.01.3506;"DIREITO CIVIL (899)  -  Coisas (10432)  -  Posse (10444)  -  Esbulho / Turbação / Ameaça (10445"
1030;7001329-98.2022.8.22.0023;"Obrigação de Fazer / Não Fazer"
1031;5402495-73.2022.8.09.0031;"12160 - DIREITO PROCESSUAL CIVIL E DO TRABALHO -> Liquidação / Cumprimento / Execução -> Obrigação de Entregar -> Requerimento de Reintegração de Posse - CPC"
1032;0007271-48.2003.4.01.3700;"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
1033;0007271-48.2003.4.01.3700;"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
1034;0802348-74.2022.8.10.0052;"DIREITO PROCESSUAL CIVIL E DO TRABALHO (8826)  -  Objetos de cartas precatórias/de ordem (11781)  -  Intimação (11782"
1035;7001415-69.2022.8.22.0023;"Obrigação de Fazer / Não Fazer"
1036;8001627-63.2022.8.05.0244;"DIREITO PROCESSUAL PENAL (1209)  -  Ação Penal (4263"
1037;1002742-29.2022.8.26.0642;"Esbulho / Turbação / Ameaça"
1038;0701057-41.2022.8.02.0056;"Multas e demais Sanções"
1039;0701057-41.2022.8.02.0056;"Práticas Abusivas"
1040;0020277-83.2018.8.13.0611;Empresas
1041;0020277-83.2018.8.13.0611;Sociedade
1042;0020277-83.2018.8.13.0611;Dissolução
1043;0020277-83.2018.8.13.0611;Civil
1044;0700738-94.2022.8.02.0049;"Defeito, nulidade ou anulação"
1045;8000861-40.2022.8.05.0040;"DIREITO CIVIL (899)  -  Coisas (10432)  -  Posse (10444)  -  Esbulho / Turbação / Ameaça (10445"
1046;8000861-40.2022.8.05.0040;"DIREITO CIVIL (899)  -  Coisas (10432)  -  Servidão (10483"
1047;8000861-40.2022.8.05.0040;"Esbulho / Turbação / Ameaça (10445)"
1048;8000861-40.2022.8.05.0040;"Servidão (10483)"
1049;1543306-18.2022.8.26.0278;"Taxa de Licenciamento de Estabelecimento"
1050;8001682-38.2016.8.05.0110;"DIREITO CIVIL (899)  -  Obrigações (7681)  -  Espécies de Contratos (9580"
1051;0025125-81.2009.4.01.3300;"10100 - Reintegração de Posse"
1052;0025119-74.2009.4.01.3300;"10100 - Reintegração de Posse"
1053;0025760-87.2008.4.01.3400;"8826 - DIREITO PROCESSUAL CIVIL E DO TRABALHO"
1054;0048640-61.2009.8.03.0001;Eleição
1055;0048640-61.2009.8.03.0001;Assembléia
1056;0032413-93.2009.8.03.0001;Liminar
1057;0050581-70.2014.8.03.0001;"Esbulho / Turbação / Ameaça"
1058;5001799-55.2022.4.04.7119;"Multas e demais Sanções, Infração Administrativa, Atos Administrativos, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
1059;5001799-55.2022.4.04.7119;"Convênio, Licitações, DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
1060;0016948-02.1998.4.03.6100;"Reclamações e Inquéritos Trabalhistas - Processo Judiciário do Trabalho - Direito do Trabalho"
1061;0010919-82.1997.4.01.3300;"10102 - Terras Indígenas"
1062;0000245-25.2014.8.14.0076;"10443 - Direito de Imagem"
1063;0863645-08.2019.8.14.0301;"9994 - Indenização por Dano Ambiental"
1064;0863645-08.2019.8.14.0301;"Indenização por Dano Ambiental (9994)"
